date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:55:31	0/0	---M--	200	added ('OK')	text/css	etag:%220-5e3dc7b05087d%22	https://cleancreations.com/assets/css/daterangepicker.css	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/css/daterangepicker.css	(from https://cleancreations.com/)
20:55:32	89475/89475	---M-Z	200	added ('OK')	application/javascript	etag:%2215d83-5e3dc7b0bde83-gzip%22	https://cleancreations.com/assets/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/jquery-3.5.1.min.js	(from https://cleancreations.com/)
20:55:32	650/650	---M--	200	added ('OK')	application/json	date:Sun,%2017%20Jul%202022%2014:55:33%20GMT	https://cleancreations.com/manifest.json	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/manifest.json	(from https://cleancreations.com/)
20:55:33	6105/6105	---M-Z	200	added ('OK')	text/css	etag:%2217d9-5d9b2239530e5-gzip%22	https://cleancreations.com/data/custom/style.css?md=9adf1703867d3add9ed36d85a742336d	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/custom/style4318.css	(from https://cleancreations.com/)
20:55:33	925021/925021	---MCZ	200	added ('OK')	text/css	etag:%22e1d5d-5e3c34e79cb32-gzip%22	https://cleancreations.com/assets/css/theme/styles.min.css?v=d8e857dcda68e610d785626eb4a3feb5	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/css/theme/styles.min6923.css	(from https://cleancreations.com/)
20:55:33	850/850	---MC-	200	added ('OK')	text/javascript	date:Sun,%2017%20Jul%202022%2014:55:35%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/MyNewProject/www.google.com/recaptcha/api.js	(from https://cleancreations.com/)
20:55:34	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2017%20Jul%202022%2014:55:35%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/MyNewProject/www.googletagmanager.com/gtm.185445.delayed	(from https://cleancreations.com/)
20:55:34	16459/16459	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262cd7b17-404b%22	https://static.mailerlite.com/js/universal.js	C:/My%20Web%20Sites/MyNewProject/static.mailerlite.com/js/universal.js	(from https://cleancreations.com/)
20:55:35	2537/2537	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fe9a10883f6ca85ea8d72b6543f1205d%22	https://static.klaviyo.com/onsite/js/klaviyo.js?company_id=SQJUSV	C:/My%20Web%20Sites/MyNewProject/static.klaviyo.com/onsite/js/klaviyo56f8.js	(from https://cleancreations.com/)
20:55:36	66249/66249	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:36%20GMT	https://cleancreations.com/register	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/register.html	(from https://cleancreations.com/)
20:55:36	1517/1517	---M--	200	added ('OK')	image/png	etag:%225ed-5e3dc7b098cc1%22	https://cleancreations.com/assets/images/logo-holder.png	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/images/logo-holder.png	(from https://cleancreations.com/)
20:55:38	78336/78336	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:38%20GMT	https://cleancreations.com/cart	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/cart.html	(from https://cleancreations.com/)
20:55:38	63182/63182	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:38%20GMT	https://cleancreations.com/login	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/login.html	(from https://cleancreations.com/)
20:55:39	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:40%20GMT	https://cleancreations.com/currentmenu	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/currentmenu	(from https://cleancreations.com/)
20:55:39	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:40%20GMT	https://cleancreations.com/meals	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/meals	(from https://cleancreations.com/)
20:55:40	128393/128393	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:41%20GMT	https://cleancreations.com/mealsbyunit	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/mealsbyunit.html	(from https://cleancreations.com/)
20:55:41	116331/116331	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:41%20GMT	https://cleancreations.com/byingredients	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/byingredients.html	(from https://cleancreations.com/)
20:55:42	126501/126501	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:42%20GMT	https://cleancreations.com/custom	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/custom.html	(from https://cleancreations.com/)
20:55:42	82101/82101	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:43%20GMT	https://cleancreations.com/extras	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/extras.html	(from https://cleancreations.com/)
20:55:44	79609/79609	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:43%20GMT	https://cleancreations.com/giftcard	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/giftcard.html	(from https://cleancreations.com/)
20:56:03	89784/89784	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:55:45%20GMT	https://cleancreations.com/blog	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/blog.html	(from https://cleancreations.com/)
20:56:05	225587/225587	---M--	200	added ('OK')	image/jpeg	etag:%2237133-5d70685f4ba9a%22	https://cleancreations.com/data/modulesfiles/c05468f3dc8c502a29f7220836926013_item1_image.jpg?md=37ac9e542695bf8315609f74a842f117	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/modulesfiles/c05468f3dc8c502a29f7220836926013_item1_imagea6e2.jpg	(from https://cleancreations.com/)
20:56:05	9976/9976	---M--	200	added ('OK')	image/svg+xml	etag:%2226f8-5b12bae0a8109%22	https://cleancreations.com/data/config/theme_howitworks_item1_image.svg?md=a90764e4d1943d70ade260f7af365720	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/config/theme_howitworks_item1_image9526.svg	(from https://cleancreations.com/)
20:56:05	3716/3716	---M--	200	added ('OK')	image/svg+xml	etag:%22e84-5b12baeeac002%22	https://cleancreations.com/data/config/theme_howitworks_item2_image.svg?md=479cab042576f04da7f0a2ab489f63bb	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/config/theme_howitworks_item2_imageb274.svg	(from https://cleancreations.com/)
20:56:06	4744/4744	---M--	200	added ('OK')	image/svg+xml	etag:%221288-5b12bafbfb457%22	https://cleancreations.com/data/config/theme_howitworks_item3_image.svg?md=31b0e449112fcc4e895a653e28dffb22	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/config/theme_howitworks_item3_image9da9.svg	(from https://cleancreations.com/)
20:56:12	826076/826076	---M--	200	added ('OK')	image/jpeg	etag:%22c9adc-5db8f84792f28%22	https://cleancreations.com/data/meals/341.jpg?md=408ca3ca96b3ddcf79b157263f7058a7	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/3415d5b.jpg	(from https://cleancreations.com/)
20:56:16	960987/960987	---M--	200	added ('OK')	image/png	etag:%22ea9db-5caefdc7a593c%22	https://cleancreations.com/data/customfiles/allmenu.png	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/customfiles/allmenu.png	(from https://cleancreations.com/)
20:56:17	570397/570397	---M--	200	added ('OK')	image/jpeg	etag:%228b41d-5dfb027b2371c%22	https://cleancreations.com/data/meals/18.jpg?md=934d687b12bfe1e0d34d5f0db3025b23	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/184679.jpg	(from https://cleancreations.com/)
20:56:21	331783/331783	---M--	200	added ('OK')	image/jpeg	etag:%2251007-5ceb9aaf4f60c%22	https://cleancreations.com/data/meals/70.jpg?md=4484f24e744946af7e0d324360f1a2b8	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/703337.jpg	(from https://cleancreations.com/)
20:56:22	570397/570397	---M--	200	added ('OK')	image/jpeg	etag:%228b41d-5dfb02eeadf6a%22	https://cleancreations.com/data/meals/47.jpg?md=934d687b12bfe1e0d34d5f0db3025b23	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/474679.jpg	(from https://cleancreations.com/)
20:56:24	195216/195216	---M--	200	added ('OK')	image/jpeg	etag:%222fa90-5cf2ce7a59491%22	https://cleancreations.com/data/meals/209.jpg?md=b168ecd28b2e561e4beb7d82a7b5837b	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/2092ea0.jpg	(from https://cleancreations.com/)
20:56:25	78328/78328	---M--	200	added ('OK')	image/jpeg	etag:%22131f8-5a111d4837d3f%22	https://cleancreations.com/data/meals/24.jpg?md=563a45e11eaa553ae4b55b407b2e88f6	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/24bc4b.jpg	(from https://cleancreations.com/)
20:56:33	738685/738685	---M--	200	added ('OK')	image/jpeg	etag:%22b457d-5db8f538c0ee4%22	https://cleancreations.com/data/meals/340.jpg?md=4b4a2862cf85af1a15ece18fd70c65b8	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/3409f74.jpg	(from https://cleancreations.com/)
20:56:33	1297678/1297678	---M--	200	added ('OK')	image/jpeg	etag:%2213cd0e-58d591c794ca8%22	https://cleancreations.com/data/meals/182.jpg?md=c67f9e2e91614ffb24cf3b424d4e63c3	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1823aec.jpg	(from https://cleancreations.com/)
20:56:35	462989/462989	---M--	200	added ('OK')	image/jpeg	etag:%227108d-58a6fe0a561fc%22	https://cleancreations.com/data/meals/93.jpg?md=61773c251bdf95633342e99a3d795bdf	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/9385da.jpg	(from https://cleancreations.com/)
20:56:36	416385/416385	---M--	200	added ('OK')	image/jpeg	etag:%2265a81-58b395d28f4ed%22	https://cleancreations.com/data/meals/95.jpg?md=215153e27eb875703ecc8ed145a5da63	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/950159.jpg	(from https://cleancreations.com/)
20:56:42	561532/561532	---M--	200	added ('OK')	image/jpeg	etag:%228917c-58ccc6b1cf47b%22	https://cleancreations.com/data/meals/157.jpg?md=d77f04c92b2f8eb023447e1b88b9b4f1	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1570581.jpg	(from https://cleancreations.com/)
20:56:42	561532/561532	---M--	200	added ('OK')	image/jpeg	etag:%228917c-58ccc805513d4%22	https://cleancreations.com/data/meals/158.jpg?md=d77f04c92b2f8eb023447e1b88b9b4f1	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1580581.jpg	(from https://cleancreations.com/)
20:56:43	19736/19736	---M--	200	added ('OK')	image/jpeg	etag:%224d18-58ccc9a54df9f%22	https://cleancreations.com/data/meals/159.jpg?md=02281d2b5d43837fa231f30e7714ce6e	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1596be5.jpg	(from https://cleancreations.com/)
20:56:46	290678/290678	---M--	200	added ('OK')	image/jpeg	etag:%2246f76-5dd35607307da%22	https://cleancreations.com/data/meals/130.jpg?md=38ec64602c5acf3b3a17850b9938a9a2	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/13055c4.jpg	(from https://cleancreations.com/)
20:56:48	462989/462989	---M--	200	added ('OK')	image/jpeg	etag:%227108d-58a701d3fcebc%22	https://cleancreations.com/data/meals/94.jpg?md=61773c251bdf95633342e99a3d795bdf	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/9485da.jpg	(from https://cleancreations.com/)
20:56:49	290678/290678	---M--	200	added ('OK')	image/jpeg	etag:%2246f76-5dd3563529347%22	https://cleancreations.com/data/meals/132.jpg?md=38ec64602c5acf3b3a17850b9938a9a2	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/13255c4.jpg	(from https://cleancreations.com/)
20:56:53	667814/667814	---M--	200	added ('OK')	image/jpeg	etag:%22a30a6-5ceb9b6a60b20%22	https://cleancreations.com/data/meals/5.jpg?md=7efdd1709d89dd8c7275edb35424fc5f	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/531ff.jpg	(from https://cleancreations.com/)
20:57:12	108588/108588	---M--	200	added ('OK')	image/jpeg	etag:%221a82c-58afc4ab739b7%22	https://cleancreations.com/data/meals/141.jpg?md=48f1fea6ada5eb0fbb9e5c1d7adb4b11	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1419db2.jpg	(from https://cleancreations.com/)
20:57:12	219633/219633	---M--	200	added ('OK')	image/jpeg	etag:%22359f1-5cf2cb9e1e804%22	https://cleancreations.com/data/meals/139.jpg?md=de107f5551428858b74257d6d7dba04f	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1393f9d.jpg	(from https://cleancreations.com/)
20:57:14	168303/168303	---M--	200	added ('OK')	image/jpeg	etag:%222916f-58afc6e40cf84%22	https://cleancreations.com/data/meals/140.jpg?md=301d2d1c6ba7506e9ca45571898d7c14	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/14033ee.jpg	(from https://cleancreations.com/)
20:57:17	330161/330161	---M--	200	added ('OK')	image/jpeg	etag:%22509b1-5d6f86680168c%22	https://cleancreations.com/data/meals/62.jpg?md=0650f4f7e78c5099fd4d9d723f77d667	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/62ea26.jpg	(from https://cleancreations.com/)
20:57:19	150408/150408	---M--	200	added ('OK')	image/jpeg	etag:%2224b88-5a1120484e556%22	https://cleancreations.com/data/meals/40.jpg?md=596c6515e1825a8391d638f67648f714	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/4094e4.jpg	(from https://cleancreations.com/)
20:57:19	175181/175181	---M--	200	added ('OK')	image/jpeg	etag:%222ac4d-5cf2c88128378%22	https://cleancreations.com/data/meals/150.jpg?md=78fe94e3c4de81d6286a1cad1b62e705	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/150b940.jpg	(from https://cleancreations.com/)
20:57:22	150408/150408	---M--	200	added ('OK')	image/jpeg	etag:%2224b88-5a1120350f699%22	https://cleancreations.com/data/meals/9.jpg?md=596c6515e1825a8391d638f67648f714	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/994e4.jpg	(from https://cleancreations.com/)
20:57:22	472340/472340	---M--	200	added ('OK')	image/jpeg	etag:%2273514-5b296e9b13fa2%22	https://cleancreations.com/data/meals/296.jpg?md=e2897ad8ee7fb84d169baea829f294e9	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/296772e.jpg	(from https://cleancreations.com/)
20:57:24	109027/109027	---M--	200	added ('OK')	image/jpeg	etag:%221a9e3-5a7bd98388d9c%22	https://cleancreations.com/data/meals/179.jpg?md=8e80fd52e33e5044af1b9438ecfaad7b	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/1792a79.jpg	(from https://cleancreations.com/)
20:57:25	152030/152030	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:25%20GMT	https://cleancreations.com/subscription?spg=1	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/subscription4df9.html	(from https://cleancreations.com/)
20:57:25	472340/472340	---M--	200	added ('OK')	image/jpeg	etag:%2273514-5b297f8fd5d1c%22	https://cleancreations.com/data/meals/297.jpg?md=e2897ad8ee7fb84d169baea829f294e9	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/meals/297772e.jpg	(from https://cleancreations.com/)
20:57:25	152030/152030	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:26%20GMT	https://cleancreations.com/subscription?spg=3	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/subscriptione3c2.html	(from https://cleancreations.com/)
20:57:26	152030/152030	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:26%20GMT	https://cleancreations.com/subscription?spg=2	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/subscription69bb.html	(from https://cleancreations.com/)
20:57:26	152030/152030	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:27%20GMT	https://cleancreations.com/subscription?spg=5	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/subscriptionac87.html	(from https://cleancreations.com/)
20:57:27	152030/152030	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:27%20GMT	https://cleancreations.com/subscription?spg=4	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/subscription838a.html	(from https://cleancreations.com/)
20:57:27	77116/77116	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:28%20GMT	https://cleancreations.com/pages/about	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/pages/about.html	(from https://cleancreations.com/)
20:57:29	89442/89442	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:30%20GMT	https://cleancreations.com/pages/contacts	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/pages/contacts.html	(from https://cleancreations.com/)
20:57:31	110044/110044	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:31%20GMT	https://cleancreations.com/pages/privacy	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/pages/privacy.html	(from https://cleancreations.com/)
20:57:31	154661/154661	---M--	200	added ('OK')	image/jpeg	etag:%2225c25-5caefdc6f0e92%22	https://cleancreations.com/data/customfiles/section9.jpg	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/customfiles/section9.jpg	(from https://cleancreations.com/)
20:57:31	796913/796913	---M--	200	added ('OK')	image/png	etag:%22c28f1-5caefdc72d756%22	https://cleancreations.com/data/customfiles/section8.png	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/data/customfiles/section8.png	(from https://cleancreations.com/)
20:57:33	81857/81857	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:33%20GMT	https://cleancreations.com/pages/faq	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/pages/faq.html	(from https://cleancreations.com/)
20:57:33	90353/90353	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:57:33%20GMT	https://cleancreations.com/pickuppoints	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/pickuppoints.html	(from https://cleancreations.com/)
20:57:33	8492/8492	---M--	200	added ('OK')	image/gif	etag:%22212c-5e3dc7b098cc1%22	https://cleancreations.com/assets/images/loader-large.gif	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/images/loader-large.gif	(from https://cleancreations.com/)
20:57:34	1574/1574	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Jul%202022%2014:57:35%20GMT	https://cleancreations.com/transparent	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/transparent	(from https://cleancreations.com/)
20:57:34	37045/37045	---M-Z	200	added ('OK')	application/javascript	etag:%2290b5-5e3dc7b0b7123-gzip%22	https://cleancreations.com/assets/js/bootstrap/3.3.7/js/bootstrap.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/bootstrap/3.3.7/js/bootstrap.min.js	(from https://cleancreations.com/)
20:57:35	51471/51471	---M-Z	200	added ('OK')	application/javascript	etag:%22c90f-5e3dc7b0bee23-gzip%22	https://cleancreations.com/assets/js/moment.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/moment.min.js	(from https://cleancreations.com/)
20:57:36	38521/38521	---M-Z	200	added ('OK')	application/javascript	etag:%229679-5e3dc7b0b6183-gzip%22	https://cleancreations.com/assets/js/bootstrap-datetimepicker.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/bootstrap-datetimepicker.min.js	(from https://cleancreations.com/)
20:57:36	22287/22287	---M-Z	200	added ('OK')	application/javascript	etag:%22570f-5e3dc7b0bde83-gzip%22	https://cleancreations.com/assets/js/jquery.flexslider.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/jquery.flexslider.min.js	(from https://cleancreations.com/)
20:57:37	109730/109730	---M-Z	200	added ('OK')	application/javascript	etag:%221aca2-5e3dc7b0b80c3-gzip%22	https://cleancreations.com/assets/js/charts/loader.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/charts/loader.js	(from https://cleancreations.com/)
20:57:38	107961/107961	---M-Z	200	added ('OK')	application/javascript	etag:%221a5b9-5e3dc7b0a9662-gzip%22	https://cleancreations.com/assets/js/ajax/libs/gsap/latest/TweenMax.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/ajax/libs/gsap/latest/TweenMax.min.js	(from https://cleancreations.com/)
20:57:38	4356/4356	---M-Z	200	added ('OK')	application/javascript	etag:%221104-5e3dc7b0bee23-gzip%22	https://cleancreations.com/assets/js/jquery.wavify.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/jquery.wavify.js	(from https://cleancreations.com/)
20:57:40	211133/211133	---MCZ	200	added ('OK')	application/javascript	etag:%22338bd-5e3dc7b0a9662-gzip%22	https://cleancreations.com/assets/js/Chart.bundle.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/Chart.bundle.min.js	(from https://cleancreations.com/)
20:57:41	1807/1807	---M-Z	200	added ('OK')	application/javascript	etag:%2270f-5e3dc7b0bfdc3-gzip%22	https://cleancreations.com/assets/js/zInput.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/zInput.js	(from https://cleancreations.com/)
20:57:42	42864/42864	---M-Z	200	added ('OK')	application/javascript	etag:%22a770-5e3dc7b0b6183-gzip%22	https://cleancreations.com/assets/js/ajax/libs/slick-carousel/1.5.9/slick.min.js	C:/My%20Web%20Sites/MyNewProject/cleancreations.com/assets/js/ajax/libs/slick-carousel/1.5.9/slick.min.js	(from https://cleancreations.com/)
